City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,tabuk,17.4189,121.4443,23.37,93,100,2.69,PH,1699919729
354,camana,-16.6228,-72.7111,19.18,84,71,2.97,PE,1699919729
355,lompoc,34.6391,-120.4579,21.12,65,0,5.36,US,1699919730
356,lesnoy,57.6198,63.0784,2.77,88,100,4.99,RU,1699919731
357,tehuitzingo,16.9408,-99.1719,26.2,87,19,0.61,MX,1699919732
358,lospalos,-8.5186,127.0025,28.72,54,11,1.38,TL,1699919698
359,alta,69.9689,23.2717,-11.41,79,100,2.06,NO,1699919480
360,vila do maio,15.1333,-23.2167,27.44,73,40,5.08,CV,1699919735
361,mugia,43.1041,-9.2179,18.84,97,100,11.84,ES,1699919736
362,ketchikan,55.3422,-131.6461,5.99,65,0,0.0,US,1699919649
363,fortaleza,-3.7227,-38.5247,28.37,82,40,5.66,BR,1699919738
364,oriximina,-1.7656,-55.8661,29.45,49,100,0.18,BR,1699919739
365,tynda,55.1667,124.7167,-15.11,97,91,0.66,RU,1699919740
366,sibi,29.5448,67.8764,19.44,32,62,0.99,PK,1699919741
367,asosa,10.0667,34.5333,17.91,77,5,1.86,ET,1699919742
368,lerwick,60.1545,-1.1494,8.0,74,82,6.73,GB,1699919743
369,puerto baquerizo moreno,-0.9,-89.6,23.68,84,86,5.05,EC,1699919744
370,mabaruma,8.2,-59.7833,25.55,86,23,2.23,GY,1699919745
371,ploneour-lanvern,47.9,-4.2833,14.18,88,100,5.14,FR,1699919746
372,waspan,14.7419,-83.9717,24.91,96,100,1.17,NI,1699919746
373,kralendijk,12.15,-68.2667,28.99,74,40,8.23,BQ,1699919747
374,kotel'nikovo,47.6317,43.1461,8.87,74,100,0.59,RU,1699919749
375,maceio,-9.6658,-35.7353,24.69,94,20,2.57,BR,1699919620
376,scicli,36.7902,14.7014,13.75,67,4,2.06,IT,1699919750
377,placerville,38.7296,-120.7986,18.61,42,0,2.06,US,1699919751
378,oltinko'l,40.8011,72.1634,8.88,52,2,1.19,UZ,1699919752
379,kolyvan',55.3053,82.7391,-0.21,88,98,3.72,RU,1699919752
380,murghob,38.1702,73.9667,-11.05,67,12,1.86,TJ,1699919753
381,neufchatel-en-bray,49.7332,1.4396,11.43,87,66,8.7,FR,1699919754
382,tarakan,3.3,117.6333,26.72,100,40,0.0,ID,1699919755
383,starotitarovskaya,45.2136,37.1439,7.26,90,100,12.05,RU,1699919755
384,nyurba,63.2842,118.3319,-12.36,97,100,2.37,RU,1699919756
385,san pedro de ycuamandiyu,-24.0917,-57.0764,27.0,79,83,2.49,PY,1699919757
386,arraial do cabo,-22.9661,-42.0278,24.98,88,0,1.54,BR,1699919758
387,rabaul,-4.1967,152.1721,28.25,67,97,2.06,PG,1699919750
388,grand-bassam,5.2118,-3.7388,24.98,87,2,1.76,CI,1699919760
389,greymouth,-42.4667,171.2,13.95,97,100,5.77,NZ,1699919761
390,starogard gdanski,53.964,18.5264,6.65,100,100,4.75,PL,1699919762
391,kiunga,-6.1219,141.2906,30.56,60,36,0.45,PG,1699919764
392,vrangel',42.7297,133.0839,-0.28,51,0,3.08,RU,1699919764
393,kindu,-2.95,25.95,21.33,100,100,0.47,CD,1699919765
394,demerval lobao,-5.3583,-42.6764,32.67,36,37,1.09,BR,1699919766
395,yeraliyev,43.2,51.65,11.97,71,8,4.42,KZ,1699919768
396,plastun,44.7561,136.2939,-2.98,56,0,3.37,RU,1699919769
397,columbus,39.9612,-82.9988,12.29,42,20,3.6,US,1699919211
398,kruisfontein,-34.0033,24.7314,11.88,90,65,2.72,ZA,1699919754
399,phek,25.6667,94.5,5.93,96,13,0.85,IN,1699919772
400,hermanus,-34.4187,19.2345,15.76,78,5,9.38,ZA,1699919662
401,prainha,-1.8,-53.48,29.02,44,89,1.52,BR,1699919773
402,preobrazheniye,42.9019,133.9064,-0.21,53,0,3.61,RU,1699919774
403,richards bay,-28.783,32.0377,17.67,84,100,4.5,ZA,1699919775
404,langsa,4.4683,97.9683,23.45,98,100,1.29,ID,1699919776
405,dong ha,16.8163,107.1003,24.17,89,97,5.84,VN,1699919777
406,quellon,-43.1167,-73.6167,6.17,71,80,3.96,CL,1699919778
407,toamasina,-18.1667,49.3833,25.0,83,75,1.54,MG,1699919779
408,deming,32.2687,-107.7586,15.94,59,100,5.14,US,1699919780
409,robore,-18.3333,-59.75,31.81,42,93,2.6,BO,1699919781
410,fergus falls,46.283,-96.0776,10.04,53,0,5.66,US,1699919782
411,campbellsville,37.3434,-85.3419,12.06,57,70,2.0,US,1699919783
412,los alamos,35.8881,-106.307,12.31,34,0,3.09,US,1699919784
413,lionel town,17.8101,-77.2406,29.94,84,18,4.71,JM,1699919785
414,ngaruawahia,-37.6674,175.1555,20.31,70,100,7.15,NZ,1699919786
415,uzhur,55.3036,89.8339,-0.05,95,100,4.89,RU,1699919787
416,bandar abbas,27.1865,56.2808,18.99,63,0,2.06,IR,1699919788
417,gulf shores,30.246,-87.7008,17.03,77,100,0.89,US,1699919789
418,meiktila,20.8667,95.8667,21.65,83,88,2.51,MM,1699919790
419,mildura,-34.2,142.15,16.15,66,100,6.31,AU,1699919471
420,anahuac,27.2333,-100.15,15.56,92,100,4.39,MX,1699919792
421,miura,35.14,139.6192,14.12,56,1,1.16,JP,1699919793
422,collie,-33.3667,116.15,16.12,79,98,4.67,AU,1699919794
423,zeya,53.75,127.2667,-9.73,72,68,0.86,RU,1699919795
424,merizo village,13.2658,144.6691,31.31,85,56,8.43,GU,1699919796
425,port augusta,-32.5,137.7667,23.44,44,54,6.93,AU,1699919719
426,hamilton,39.1834,-84.5333,13.21,47,2,0.89,US,1699919439
427,manggar,-2.8833,108.2667,29.08,71,56,3.03,ID,1699919798
428,gbarnga,6.9956,-9.4722,22.24,93,99,0.55,LR,1699919799
429,brookings,44.3114,-96.7984,14.0,40,0,6.17,US,1699919800
430,narrabri,-30.3167,149.7833,30.29,42,14,3.13,AU,1699919801
431,binghamton,42.0987,-75.918,5.84,74,20,3.09,US,1699919696
432,ad dabbah,18.05,30.95,27.13,34,71,4.16,SD,1699919804
433,roquetas de mar,36.7642,-2.6148,14.0,66,69,1.1,ES,1699919804
434,luderitz,-26.6481,15.1594,15.4,81,0,1.99,NA,1699919806
435,arar,30.9753,41.0381,18.01,32,20,2.06,SA,1699919807
436,nahiyat ash shinafiyah,31.5874,44.6602,21.72,35,21,1.87,IQ,1699919808
437,minas de marcona,-15.2119,-75.1103,14.56,87,74,6.15,PE,1699919809
438,ust'-ilimsk,58.0006,102.6619,-1.98,95,100,4.47,RU,1699919810
439,lihue,21.9789,-159.3672,29.58,76,75,8.23,US,1699919811
440,ca mau,9.1769,105.15,25.37,89,100,4.08,VN,1699919811
441,yemetsk,63.4721,41.7941,-2.37,96,100,2.91,RU,1699919811
442,lupane,-18.9315,27.807,23.91,45,81,5.15,ZW,1699919814
443,coahuayana de hidalgo,18.7,-103.6583,27.91,76,24,1.58,MX,1699919814
444,hukumati azrah,34.1736,69.6457,4.59,22,0,1.53,AF,1699919815
445,hami,42.8,93.45,2.8,30,100,5.49,CN,1699919816
446,st. paul,44.9444,-93.0933,10.79,52,0,0.45,US,1699919700
447,altagracia de orituco,9.8601,-66.3814,23.93,86,90,1.91,VE,1699919817
448,revda,56.801,59.9303,2.34,96,100,5.18,RU,1699919749
449,punta del este,-34.9667,-54.95,15.06,72,100,3.13,UY,1699919819
450,buala,-8.145,159.5921,28.98,71,82,2.06,SB,1699919820
451,sisimiut,66.9395,-53.6735,-8.35,79,100,3.83,GL,1699919821
452,kappeln,54.6612,9.9313,9.43,92,93,7.4,DE,1699919821
453,trinidad,-14.8333,-64.9,32.99,55,75,3.6,BO,1699919751
454,chikola,43.1906,43.9209,4.47,76,93,1.07,RU,1699919823
455,hilo,19.7297,-155.09,27.85,72,40,4.63,US,1699919753
456,pariyapuram,10.9561,76.1916,23.16,83,59,0.93,IN,1699919825
457,nampula,-15.1165,39.2666,22.97,94,75,1.54,MZ,1699919826
458,olyokminsk,60.3736,120.4264,-10.16,95,100,1.99,RU,1699919798
459,martapura,-3.4167,114.85,25.05,94,0,2.57,ID,1699919828
460,chopinzinho,-25.8558,-52.5233,21.31,94,99,1.91,BR,1699919829
461,uturoa,-16.7333,-151.4333,27.12,82,95,6.2,PF,1699919830
462,wuyang,31.9925,116.2472,4.82,56,0,1.19,CN,1699919831
463,bubaque,11.2833,-15.8333,28.32,69,32,4.81,GW,1699919832
464,urengoy,65.9667,78.3667,-19.2,96,6,3.1,RU,1699919833
465,dawukou,39.0419,106.3958,-0.04,29,0,0.5,CN,1699919833
466,mezotur,47.0,20.6333,9.01,83,100,5.36,HU,1699919834
467,djambala,-2.5447,14.7533,20.04,93,19,0.81,CG,1699919835
468,quiberon,47.4841,-3.1196,15.04,88,99,3.13,FR,1699919836
469,nuku'alofa,-21.1333,-175.2,23.19,100,100,5.66,TO,1699919837
470,slyudyanka,51.6594,103.7061,-1.23,85,100,1.51,RU,1699919838
471,san fernando de apure,7.8878,-67.4724,26.58,75,76,1.12,VE,1699919839
472,tarko-sale,64.9225,77.785,-17.76,93,8,3.52,RU,1699919840
473,alaghsas,17.0187,8.0168,23.64,14,1,4.97,NE,1699919841
474,kameshkovo,56.3481,41.0047,3.73,96,99,6.43,RU,1699919842
475,la'ie,21.6477,-157.9253,30.98,76,86,4.47,US,1699919843
476,novaya igirma,57.1334,103.9112,-1.87,93,99,3.91,RU,1699919843
477,neya,58.2972,43.8681,3.44,75,100,4.55,RU,1699919844
478,barra de santo antonio,-9.4047,-35.5072,24.6,85,41,3.49,BR,1699919845
479,box elder,41.5005,-112.8764,11.81,40,100,1.12,US,1699919846
480,basco,20.4487,121.9702,26.03,68,92,11.8,PH,1699919847
481,impfondo,1.6381,18.0667,22.26,98,83,0.4,CG,1699919848
482,faro,37.0194,-7.9322,18.31,82,0,3.6,PT,1699919467
483,andergrove,-21.0833,149.1833,28.14,58,9,4.02,AU,1699919850
484,qulsary,46.9531,54.0198,7.84,50,96,7.4,KZ,1699919851
485,chake chake,-5.2459,39.7666,24.87,90,5,1.05,TZ,1699919852
486,gadzhiyevo,69.2551,33.3362,-8.78,96,98,0.94,RU,1699919761
487,mao,39.8885,4.2658,18.31,100,0,3.09,ES,1699919854
488,bijie,27.3125,105.2942,6.24,95,100,1.59,CN,1699919855
489,tsiombe,-25.3,45.4833,21.88,81,95,2.04,MG,1699919672
490,taoudenni,22.6783,-3.9836,25.29,18,4,6.23,ML,1699919669
491,dali,25.7,100.1833,10.23,91,1,0.69,CN,1699919858
492,suklayin,15.7574,121.5503,25.88,90,96,2.63,PH,1699919858
493,bambanglipuro,-7.95,110.2833,26.95,82,90,3.65,ID,1699919859
494,san luis,-33.295,-66.3356,16.59,38,0,7.38,AR,1699919810
495,sandnessjoen,66.0217,12.6316,-11.71,69,15,4.6,NO,1699919862
496,joshimath,30.5667,79.5667,9.98,28,96,3.02,IN,1699919863
497,ishqoshim,36.7248,71.6133,-5.28,35,0,1.69,TJ,1699919863
498,rmi capitol,7.0893,171.3805,28.97,89,100,5.14,MH,1699919864
499,pittsfield,42.4501,-73.2454,2.59,74,100,0.45,US,1699919700
500,aur,8.1499,171.1687,27.89,82,100,6.73,MH,1699919866
501,placido de castro,-10.3353,-67.1856,27.99,59,65,1.17,BR,1699919867
502,santana,-0.0583,-51.1817,30.1,74,20,5.14,BR,1699919867
503,nadvoitsy,63.8667,34.3167,-2.88,93,100,4.53,RU,1699919868
504,khomeyn,33.6423,50.0789,10.49,30,92,0.99,IR,1699919869
505,akrehamn,59.2667,5.1833,6.34,52,89,5.66,NO,1699919870
506,salekhard,66.53,66.6019,-21.35,100,90,0.75,RU,1699919871
507,beli,7.8587,10.9719,24.96,68,93,1.48,NG,1699919871
508,la carolina,38.2756,-3.6153,13.61,65,92,1.66,ES,1699919872
509,ornskoldsvik,63.2909,18.7153,-9.47,85,100,4.63,SE,1699919873
510,yeed,4.55,43.0333,25.22,78,55,3.17,SO,1699919874
511,tamanrasset,22.785,5.5228,16.95,22,0,2.06,DZ,1699919875
512,chosica,-11.9431,-76.7094,17.69,68,58,1.51,PE,1699919876
513,antofagasta,-23.65,-70.4,16.6,74,30,3.23,CL,1699919878
514,necochea,-38.5473,-58.7368,14.87,50,88,4.26,AR,1699919879
515,nouadhibou,20.931,-17.0347,23.99,43,48,6.17,MR,1699919880
516,mata-utu,-13.2816,-176.1745,28.91,75,63,4.11,WF,1699919882
517,walvis bay,-22.9575,14.5053,16.53,82,26,0.51,NA,1699919883
518,nagqu,31.5,92.0,-8.05,41,81,1.79,CN,1699919884
519,caleta de carquin,-11.0925,-77.6267,20.07,85,69,4.43,PE,1699919886
520,lorengau,-2.0226,147.2712,27.83,80,84,3.24,PG,1699919887
521,porto novo,6.4965,2.6036,24.9,87,2,1.93,BJ,1699919889
522,ulsteinvik,62.3432,5.8487,3.2,77,0,3.58,NO,1699919890
523,puerto armuelles,8.2833,-82.8667,28.99,84,60,3.13,PA,1699919891
524,eirunepe,-6.6603,-69.8736,26.58,80,93,0.12,BR,1699919893
525,laojunmiao,39.8333,97.7333,-2.6,40,56,2.17,CN,1699919894
526,okhotsk,59.3833,143.3,-15.8,78,98,7.17,RU,1699919895
527,wenchang,30.904,118.4887,5.53,56,2,0.54,CN,1699919897
528,kasimov,54.9411,41.3953,4.96,77,99,5.76,RU,1699919898
529,alpinopolis,-20.8636,-46.3881,25.69,34,20,0.89,BR,1699919900
530,morada nova,-5.1067,-38.3725,26.0,75,10,3.38,BR,1699919901
531,pisco,-13.7,-76.2167,20.57,83,0,6.69,PE,1699919854
532,baturaja,-4.1333,104.1667,26.69,81,92,0.88,ID,1699919904
533,mareeba,-17.0,145.4333,27.49,57,70,2.46,AU,1699919905
534,tomatlan,19.9333,-105.25,27.33,76,19,1.37,MX,1699919906
535,constitucion,-35.3333,-72.4167,10.93,82,8,7.3,CL,1699919908
536,ikwiriri,-7.9562,38.9716,23.56,98,4,0.83,TZ,1699919909
537,albu kamal,34.45,40.9186,22.15,27,92,4.55,SY,1699919910
538,laguna,38.421,-121.4238,22.32,46,0,1.54,US,1699919912
539,arkhangel'sk,64.5401,40.5433,-3.26,91,97,3.21,RU,1699919913
540,hammerfest,70.6634,23.6821,-1.75,80,40,2.06,NO,1699919731
541,port saint john's,-31.6229,29.5448,16.79,79,100,3.32,ZA,1699919916
542,san pedro,14.35,121.0167,27.97,82,75,2.68,PH,1699919917
543,north bend,43.4065,-124.2243,14.03,77,0,3.09,US,1699919649
544,nantucket,41.2835,-70.0995,5.06,68,75,1.54,US,1699919726
545,linfen,36.0889,111.5189,4.72,46,0,0.85,CN,1699919921
546,copiapo,-27.3667,-70.3333,12.83,53,0,2.12,CL,1699919671
547,haiku-pauwela,20.9219,-156.3051,29.01,56,20,8.75,US,1699919794
548,pingliang,35.5392,106.6861,1.33,76,0,1.08,CN,1699919925
549,aglona,56.1333,27.0167,2.9,97,100,4.56,LV,1699919927
550,jinchang,38.4953,102.1739,0.02,38,3,0.55,CN,1699919929
551,viedma,-40.8135,-62.9967,19.45,21,10,6.06,AR,1699919915
552,manavalakurichi,8.1333,77.3,25.84,81,100,1.04,IN,1699919932
553,ciudad bolivar,8.1222,-63.5497,29.54,62,38,6.43,VE,1699919933
554,princeville,45.7668,-61.2985,2.46,89,100,0.45,CA,1699919934
555,ha'il,27.5219,41.6907,18.01,52,0,2.06,SA,1699919936
556,khedbrahma,24.0333,73.05,21.28,33,100,1.92,IN,1699919938
557,tarauaca,-8.1614,-70.7656,23.53,94,93,0.92,BR,1699919939
558,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-8.02,82,100,5.43,RU,1699919940
559,palikir - national government center,6.9248,158.1611,30.41,70,100,2.06,FM,1699919942
560,umm kaddadah,13.6017,26.6876,28.22,29,48,5.91,SD,1699919943
561,el grao,39.798,-0.1321,19.08,75,16,1.81,ES,1699919945
562,gimbi,9.1667,35.8333,13.23,93,59,1.14,ET,1699919947
563,kavaratti,10.5669,72.642,27.35,72,93,1.76,IN,1699919948
564,begoro,6.3871,-0.3774,22.51,91,10,1.39,GH,1699919950
565,mandalgovi,45.7625,106.2708,-6.34,29,51,1.56,MN,1699919951
566,sweet home,44.3976,-122.7362,13.62,75,100,1.34,US,1699919952
567,palopo,-2.9996,120.1921,28.0,67,86,0.54,ID,1699919954
568,the pas,53.8251,-101.2541,1.01,80,100,5.14,CA,1699919955
569,tromso,69.6496,18.957,-8.99,92,0,0.51,NO,1699919849
570,oranjemund,-28.55,16.4333,15.21,82,0,0.76,NA,1699919958
571,new norfolk,-42.7826,147.0587,15.72,40,63,2.88,AU,1699919959
572,lobujya,27.95,86.8167,-8.99,23,46,0.68,NP,1699919961
573,luanda,-8.8368,13.2343,27.0,83,40,5.14,AO,1699919962
574,wronki,52.7105,16.3804,6.45,97,100,4.91,PL,1699919964
575,zhanibek,49.4167,46.85,6.71,76,94,2.34,KZ,1699919965
576,padang,-0.9492,100.3543,25.03,90,92,1.31,ID,1699919966
